Artist_name,Artist_id,Artist_genres,Artist_followers,Artist_popularity
DJ Afro,6bYLlD3Tmej2eV0Tacrsbx,['guaracha'],9710,33
Jambino,1lcuNfp7bo4LCAHWrjAR9K,[],8986,41
Nightcrawlers,1gALaWbNDnwS2ECV09sn2A,"['disco house', 'hip house', 'vocal house']",58727,62
BEAM,46MWeeHNVMYRIIofQBEX98,"['canadian hip hop', 'trap soul']",74497,60
Zhang Yu Sheng,3LefT7hR0PJgShJNQoPns5,"['classic mandopop', 'mandopop', 'taiwan singer-songwriter']",166830,45
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",6791398,77
阿冗,3dTgjg7lzUGiD3NwcGCK1n,"['chinese viral pop', 'mainland chinese pop']",74665,50
Bona(WJSN),5EHm62VI2botfXyNvboLlL,[],2806,42
League of Legends,47mIJdHORyRerp4os813jD,"['speedrun', 'video game music']",1877312,76
KIMSEJEONG,1lFLniFTaPjYCtQZvDXpqu,[],579896,52
Patti Kim,3YLoKDj5EXsg3AorXDgLlz,['classic korean pop'],4037,40
QUEEN BEE,6whFEcaV75AmQMiwlfaxvc,"['anime rock', 'dance rock', 'j-pop', 'j-rock']",415828,56
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']",11986540,80
Sam Lee,3W9jGHrOdrrv01cVtRhZa7,['traditional english folk'],26655,37
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,['k-pop girl group'],815675,55
Sabrina 胡恂舞,378nUaqWlvNG3xRIszxzLs,[],5405,31
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'singer-songwriter pop', 'uk pop']",115389739,87
Vivian Hsu,6cP65fCRmCJQejKYSnVb47,"['mandopop', 'taiwan singer-songwriter']",93473,38
SUPER JUNIOR,6gzXCdfYfFe5XKhPKkYqxV,"['k-pop', 'k-pop boy group']",2313158,58
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,"['anime', 'k-pop boy group']",9563464,81
Tangerine Wong,3Njp7uhQShnPMdKarS6Vsu,"['malaysian mandopop', 'mandopop']",2102,38
PNAU,6n28c9qs9hNGriNa72b26u,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",238875,72
張若凡RuoFan,3vt8C5pqh2fk4KaXpfSvxk,"['mandopop', 'taiwan pop']",17010,32
王靖雯,4lQ2LwNj8DlXSM3UntsbGc,['chinese viral pop'],128744,52
Cardi B,4kYSro6naA4h99UJvo89HB,"['pop', 'rap']",24351029,79
Harlem Yu,6VbRanWSU3pdDhJnhSfGmY,"['classic mandopop', 'mandopop']",195324,48
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop']",33657804,81
10CM,6zn0ihyAApAYV51zpXxdEp,[],782802,65
POPO J,3asn0DBHRjY3cHdlbm5kuu,['taiwan hip hop'],17024,28
晨悠 CHENYO,69HAncV59CvB16M51q77AI,['chinese r&b'],3769,29
JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,"['mandopop', 'singaporean mandopop', 'singaporean pop']",3146936,66
DEAN,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",7338153,76
Jane Zhang,7qJmFr579WC8MMGj4PiWdu,['mainland chinese pop'],83726,45
KARD,2JhAlkmukNvarUpGhTFXUQ,['k-pop'],1973383,56
CoCo Lee,3ioHf138TiMxYRCWmC8yJX,"['mandopop', 'taiwan pop']",127980,45
Sunnee楊芸晴,07Qt0KlMf6vpPVXuY5Qrhj,['chinese drama ost'],9744,26
Naeleck,2DYDFBqoaBP2i9XrTGpOgF,"['electro', 'hypertechno']",86631,70
艾薇,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop']",11201352,77
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,['pop'],5172949,73
馬克SAVAGE.M,0N7qBbcs5Ij44dxbAKy2Sl,['taiwan hip hop'],6953,28
Julia Wu,0ZED1XzwlLHW4ZaG4lOT6m,['pop'],5055302,72
Perry Como,5v8jlSmAQfrkTjAlpUfWtu,"['adult standards', 'easy listening', 'lounge']",530481,56
sunkis,4bLLB1dbsRVUTcMpnDGDO2,"['opm', 'pinoy indie rock']",866799,61
趙翊帆,4aayM0ChfIX46qI4eBCgMN,['chinese melodic rap'],16320,44
1K,6CQGrt3AJ2gx5oMSR0mwbl,"['christian hip hop', 'christian trap']",106773,52
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"['indietronica', 'metropopolis', 'pop', 'uk pop']",12517542,80
Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,['opm'],9715483,66
Kim Soo Hyun,4rrL5p18CxtmmkT66SuKzZ,['korean ost'],81059,45
TroyBoi,0tvpihdAsKiNnP6sWS3jUI,"['bass trap', 'electronic trap']",409091,57
ZICO,4XpUIb8uuNlIWVKmgKZXC0,"['k-pop', 'korean r&b']",1545843,67
Enno Cheng,0mVEQWHpQc30NdVqwtj8WJ,"['taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",81606,42
Yorushika,4UK2Lzi6fBfUi9rpDt6cik,['j-pop'],2674888,73
Aska Yang,2SOrfXWlb17EoCqupfGX4u,['mandopop'],150998,49
Kid Milli,7IWshUcKfJyDWrbiF2XT8J,"['k-rap', 'korean underground rap']",177589,50
乔浚丞,3JhHdQILs3D6Te4gSdyaA3,[],1327,49
MAN WITH A MISSION,3NTbOmzlj2cL86XFuDVFvZ,"['anime rock', 'j-pop', 'j-rock']",1113566,61
YOUNGJAE,5qUAtC3NwSLYme4JqjlGfQ,['korean ost'],302590,51
GJ,630wzNP2OL7fl4Xl0GnMWq,"['idol rock', 'j-metal', 'kawaii metal']",2146518,69
David Kushner,33NVpKoXjItPwUJTMZIOiY,"['gen z singer-songwriter', 'singer-songwriter pop']",2316052,75
dazy,38PzLQE4GW8o7A18oGhi0x,[],18918,68
Namewee,24jrxG0tKcwgAzsLuPzyMi,"['malaysian mandopop', 'mandopop']",372841,50
Hit-Boy,6q3p11nP1p80Ey6LrOOSed,['drumless hip hop'],90532,54
張三李四,37hd0oa4Vj5yMkbZsdQ4Xe,"['taiwan indie', 'taiwan pop', 'taiwanese indie']",4139,15
Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz,['disco'],143602,74
庭竹,2Ovp3J8JzCirwcGAgvK9cQ,['classic mandopop'],36416,34
井朧,4tz3iHSl8lR9ry1BOiF0N8,['chinese viral pop'],39342,43
Arthur Moon,2AcBhTO6Q3zzUrfPKmskp3,"['hoerspiel', 'writing']",14562,65
王宇宙Leto,1llNL6f36GgpMrKnRCx0uK,[],4194,50
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"['dance pop', 'pop']",4705675,80
Jackson Wang,1kfWoWgCugPkyxQP8lkRlY,['k-pop'],4228508,62
IU,3HqSLMAZ3g3d5poNaI7GOU,"['k-pop', 'pop']",8684587,71
Ruth Kueo,0SueX3F8oyrlVY4i8JB6Lb,"['singaporean mandopop', 'taiwan pop']",6090,20
D Smoke,6TKOZZDd5uV5KnyC5G4MUt,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul']",1215272,56
DAY6,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']",3250970,66
DaBaby,4r63FhuTkUYltbVAg5TQnk,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",12175919,78
Anitta,7FNnA9vBm6EKceENgCGRMb,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",12550213,80
Tablo,3NdOtTPPaXrCyC7Lpmzyhv,"['k-pop', 'k-rap', 'korean r&b']",229822,47
Christopher,695W5F2Ih8dYahLdjVOIoH,"['mellow gold', 'soft rock', 'yacht rock']",1044689,65
MeloMance,6k4r73Wq8nhkCDoUsECL1e,"['k-pop', 'korean pop']",281545,51
Nine Chen,4MMQmzYiUiuD8VwjrJu3v6,"['mandopop', 'taiwan singer-songwriter']",188539,45
HYUKOH,57okaLdCtv3nVBSn5otJkp,"['korean indie folk', 'korean r&b']",567588,55
Karencici,6v6qfXRvTRGGsmGfDvtMIK,"['chinese electropop', 'chinese r&b']",71811,51
Jam Hsiao,4AJcTAMOLkRl3vf4syay8Q,['mandopop'],547873,50
承桓,3ZYhFl4nztqc9vx35vKdUI,['chinese viral pop'],52102,59
TAIYO,38e3dRuXJNEIlJLo2ux8pA,[],1960,20
King Gnu,6wxfx1yhyqjCPYwwxJktR2,['j-pop'],3529291,69
Men Envy Children,4N9mUjAWoNCkLN0kCxzaL5,"['mandopop', 'taiwan indie', 'taiwan pop']",53187,33
SHAUN,72nLe76yBFSlP6VBzME358,['k-pop'],408313,58
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,"['5th gen k-pop', 'k-pop girl group']",1178241,73
Wonstein,5o615XColiSVMPDWlslKSk,[],142105,58
汪苏泷 单依纯,0PdNEiQ3MsJGCEgE13Tz60,"['chinese singer-songwriter', 'mainland chinese pop']",347616,58
八八男,0lJlKQvuM2Sd9DPPyUXcHg,"['lilith', 'pop rock']",575553,67
Fly By Midnight,4rQTEdG6hDVOlDUFKs9EjZ,['singer-songwriter pop'],263847,60
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",37174988,87
Ben Wu,52WyK89jMCAFcNVLKjREFM,"['chinese electropop', 'taiwan pop']",18846,28
Ruth,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",3617577,72
桃子A1J,2imhfeJHce0YEYv9msgqMC,['chinese r&b'],5935,30
Joanna Wang,1km0aro5NJuoX5dE0Mub5C,"['chinese audiophile', 'chinese jazz', 'mandopop', 'taiwan singer-songwriter']",184514,47
Kim Taeri,0bBDQ4QeizwResorw0iD7X,[],5428,42
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,['k-pop'],2602639,56
Miu Chu,06KOetaeFEz0gabCnqvCxz,['mandopop'],59704,31
頑童Mj116,7aMQdNM05rPkcHS1ethHUx,"['mandopop', 'taiwan hip hop']",269368,47
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"['piano rock', 'pop']",17357960,85
Paul Blanco,2fiGm496AG7ePURQiSSJIw,['korean drill'],92580,54
小宇,6hhqsQZhtp9hfaZhSd0VSD,"['k-pop', 'k-pop girl group']",901584,48
PANTHEPACK,3mtw7Fkg8wdXJdub6ZIkJb,['chinese melodic rap'],67037,29
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",26631759,92
BEAUZ,2Wzb0u138rgoZQTK3ytknT,['pop edm'],118032,56
AJ 賴煜哲,3cy4mXZDfZgeuh2iFXkjv2,['chinese melodic rap'],2223,17
Don Chu,3PaGbJTBNMBBp6RCW3ZiDM,['mainland chinese pop'],4280,23
Eric Nam,2FLqlgckDKdmpBrvLAT5BM,['k-pop'],2174275,54
Chance the Rapper,1anyVhU62p31KFi8MEzkbf,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",6014999,73
Mark Pelli,7ysDgZ3JkblCgOsDTJWttt,['movie tunes'],24227,56
Rainie Yang,0MEchSWR9pJvw1S5CV3Kuk,['mandopop'],749511,51
Sam Feldt,20gsENnposVs2I4rQ5kvrf,"['edm', 'pop dance', 'progressive electro house', 'tropical house']",776420,70
Latto,3MdXrJWsbVzdn6fe5JYkSQ,['trap queen'],1729996,79
Dopamine,3Edve4VIATi0OZngclQlkN,[],6364,61
Cal Scruby,2wcrc3fjebDRLVdtRUa3pu,"['deep underground hip hop', 'indie pop rap', 'ohio hip hop']",193361,57
Adam Levine,4bYPcJP5jwMhSivRcqie2n,['deep talent show'],1011239,71
陳偉,1DNci4XjJlglg629j3yO5n,['mandopop'],26989,47
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,"['belgian edm', 'edm', 'pop dance', 'tropical house']",2877945,80
Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']",57657211,86
Britney Spears,26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']",15058197,81
Majin,7KQRHTFIv5yBauZyAaerXn,['sigilkore'],19055,32
IN-K,7h7bdV2cTz6zruH7qYC2ME,['chinese viral pop'],4768,48
Jocelyn 9.4.0,4xu7XEr8It4loGPeZnJcqZ,['chinese r&b'],8559,29
Adassa,72kqSqk124Vnl1wtT6q9Fh,['movie tunes'],8694,57
Shiva,2K5nCggbhSZ00YCYP5qkZS,"['italian hip hop', 'italian pop', 'trap italiana']",2188674,71
Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5,['swedish pop'],261827,70
Kep1er,5R7AMwDeroq6Ls0COQYpS4,['k-pop'],1605100,58
VaVa,1apmSb6aeHZyr9zUsy1Z9q,"['chinese hip hop', 'sichuanese hip hop']",66527,39
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']",61941130,90
The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,['australian hip hop'],5546907,83
HyunA,3UwlejyX2b458azZ7eCnHb,['k-pop'],2272451,51
小咪,1EnZU1clkEHET416Er1WO2,['chinese viral pop'],6620,45
NCT 2021,5Qnl3RAtzne7J1dxRv1UBc,[],263504,35
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']",44370243,88
LISA,5L1lO4eRHmJ7a0Q6csE5cT,['k-pop'],8648911,81
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",84591559,94
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",11912177,82
Khalil Fong,1YrtUPrWcPfgdl9BaD9nhd,"['chinese r&b', 'mandopop']",407516,54
JIN,5vV3bFXnN6D6N3Nj4xRvaV,['k-pop'],8072463,72
Wanna One,2CvaqAMMsX576VBehaJ0Wx,"['k-pop', 'k-pop boy group']",1708656,51
SmashRegz,5a0J3Y8z0bQ3wxO0TzArDy,['taiwan hip hop'],3244,17
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",11624747,74
A-Lin,28gf2piFx6cAKOMIwcky5a,['mandopop'],955018,58
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,['new jersey rap'],543652,68
Alien Huang,4kVy1sDTGmCWzxmzY6soNZ,"['mandopop', 'taiwan pop']",102581,41
阿达娃,2eeDDDoYRBX8a2jRxLSv3D,"['chinese r&b', 'sichuanese hip hop']",4886,32
Yuuri,0ixzjrK1wkN2zWBXt3VW3W,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",2634218,69
王淨,2Mi20SSCqDqjMRsJXHD72f,"['classical performance', 'italian orchestra', 'opera']",5061,45
Rhenzy Feliz,2as15AH2BTrPk8v4gyElmr,[],2490,56
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,"['hip hop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",5412111,86
NeciKen,2LzIV2DbLNmH0DG89BNbD6,['taiwan indie'],39371,39
于冬然,7mJv2vnmyEbD8eyI7tMLKs,['chinese viral pop'],51488,54
單依純,7rXM91kSsqGzvYANukdQJD,[],105713,57
高爾宣 OSN,4TcOznbEZBqev21LzAH4KE,"['mandopop', 'taiwan pop']",407632,59
Lily-Rose Depp,1pBLC0qVRTB5zVMuteQ9jJ,['pop'],140361,76
JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",520395,63
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",88925846,94
WINNER,5DuzBeOgFwViFcv00Q5PFb,"['k-pop', 'k-pop boy group']",2437397,52
小花,5ov17Bo6m3WkAQV6Xolg2E,[],1106,17
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,"['uk contemporary r&b', 'uk pop']",162691,66
王赫野,2sAy0e2cL6jbo0ukxlxWNJ,[],8703,49
艾志恒Asen,6r2q02rEyw3DQXDXpNFwpp,['chinese hip hop'],20872,48
Andrew Tan,4zXroEby35IgWPERRcW4Ay,[],146696,71
BY2,3DOs7Bsr9x4eJHqv6ViPvR,"['mandopop', 'singaporean mandopop', 'singaporean pop']",168726,49
Waa Wei,190bkHbFrRvEhcB7Zpuv3y,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",261930,48
Ludwig Göransson,24eDfi2MSYo3A87hCcgpIL,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",340305,65
Jake Miller,3gggmBN0erstm3YJvEGe3t,"['indie pop rap', 'teen pop']",337696,54
Belle,6YFrVMB5AEMZ2rB3T0wyUQ,"[""children's music"", 'nursery']",29956,56
Blake Shelton,1UTPBmNbXNTittyMJrNkvw,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",7191529,74
Silk Sonic,6PvvGcCY2XtUcSRld1Wilr,['neo soul'],895218,71
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2546267,75
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",6356782,73
Wham!,5lpH0xAS4fVfLkACg9DAuM,"['new romantic', 'new wave', 'new wave pop', 'soft rock']",2770802,68
James Lee,5sennRot4Ls82wfspEQuf2,"['neo soul', 'r&b', 'urban contemporary']",434271,45
鄧福如 AFÜ,7hJBfmab67blVoqZBIAx13,"['mandopop', 'taiwan singer-songwriter']",50149,45
REX,7pbDxGE6nQSZVfiFdq9lOL,['bedroom pop'],6117109,74
Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,['pov: indie'],3217948,85
Isaac Hong,4bST03NJ0YEysocK5AV1wB,['korean superband'],46811,49
Tifa Chen,4wFuWGEWjHjTmZOtBp8cnW,['mainland chinese pop'],5103,20
許富凱,1cfpx67CNTohABdelcfXdL,['hokkien pop'],26082,40
KARA,7aZ221EQfonNG2lO9Hh192,"['k-pop', 'k-pop girl group']",573533,52
HONNE,0Vw76uk7P8yVtTClWyOhac,['uk pop'],1548711,63
LÜCY,6opBMmpW2ODmI9iPF2btzD,"['chinese indie', 'taiwan pop']",56419,42
keshi,3pc0bOVB5whxmD50W79wwO,['chill r&b'],3640253,74
Mitski,2uYWxilOVlUdk4oV9DvwqK,"['brooklyn indie', 'pov: indie']",8635876,83
CHUNG HA,2PSJ6YriU7JsFucxACpU7Y,['k-pop'],2184337,59
Youjeen,4wVcCedmr7FHtUlFnIeJIG,[],13056,56
Richie Jen,0zjNCSqeDIxn63crtDx7G2,"['classic mandopop', 'mandopop']",191414,47
政学Zed-X,7DAjUaK40De066EOFR6fxB,['chinese r&b'],12786,48
Skrillex,5he5w2lnU9x7JFhnwcekXX,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",7611658,76
VERNON,2Y34b9AOK30zXgL7cAH4NG,[],392477,43
G-Eazy,02kJSzxNuaWGqwubyUba0Z,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",5393060,77
Katncandix2,3bnBRciC7Gz8urBu9gEQAw,"['mandopop', 'taiwan pop']",37633,30
LIZ (IVE),2Cl2zS9nttS8xQeCp7zYT1,['5th gen k-pop'],106698,44
Colde,3VQDqjQ4wJyw8PzpGdlZpB,['korean r&b'],609640,60
benny blanco,5CiGnKThu5ctn9pBxv7DGa,['pop'],1174893,70
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,"['mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']",922072,60
Conor Maynard,6mU8ucezzms5I2kNH6HNlu,"['post-teen pop', 'talent show', 'uk pop', 'viral pop']",2093185,64
Capper,0NWX8s7X9gtjad7sIB0uba,"['chinese hyperpop', 'chinese melodic rap']",40813,51
Luke Combs,718COspgdWOnwOFpJHRZHS,"['contemporary country', 'country']",11153382,87
PPlin,6w4UFdB9juoTUzWhBJeOlw,['chinese melodic rap'],18106,41
Jacky Cheung,1Hu58yHg2CXNfDhlPd7Tdd,"['c-pop', 'classic mandopop']",1883181,61
Jude Chiu,0RFpGSVvrZOh43m5WdZn8T,"['chinese indie', 'chinese singer-songwriter']",20440,34
Walk off the Earth,6jEiUoyyJNPHzSR0Nib6HX,"['canadian rock', 'pop rock']",789225,60
bludnymph,7GwwoezwdbKvUaNgtg51pX,['alt z'],80403,57
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",2038392,72
Sia,5WUlDfRSoLAfcVSX1WnrxN,['pop'],28427496,84
黃偉晉,1LfGS4Ko1gqgvZ8f1hAG7D,['chinese r&b'],24222,34
SHINee,2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']",3113145,62
Naiwen Yang,2Vl4kZKeQslEl4P0ATWuue,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",119076,43
方晨,5Nd4foqBx41TIEW2VXyENC,[],250,27
Jimin,1oSPZhvZMIrWW5I41kPkkY,['k-pop'],9207484,89
MEDUZA,0xRXCcSX89eobfrshSVdyu,"['edm', 'pop dance', 'pop house', 'uk dance']",797833,76
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'pop']",97961320,95
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",9592297,82
QUEENDOM,6IW91qUpcrhbGuZxubrG70,[],9383,37
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']",31898390,93
Crispy脆樂團,5AO5nzx14PfLNfVgYVd0rw,"['taiwan indie', 'taiwan pop']",51827,45
Edan 呂爵安,5jewGMrZtMNJk5OsZ61Cpo,"['cantopop', 'hk-pop']",105238,49
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"['electro', 'filter house', 'rock']",10072290,80
tobi lou,4T8NIfZmVY6TJFqVzN6X49,"['chicago rap', 'indie hip hop', 'indie r&b']",414517,56
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,"['danish pop', 'scandipop']",2239953,70
RM,2auC28zjQyVTsiZKNgPRGs,['k-rap'],17036982,74
Lorde,163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'metropopolis', 'nz pop', 'pop']",10026089,77
Astro Bunny,3PTsVPijj4pjIol9yML0rK,"['chinese electropop', 'mandopop', 'taiwan indie', 'taiwan pop']",84258,38
閻韋伶,49AamveELdcA2auWjt0igG,[],362,27
Rene Liu,6qzfo7jiO4OrhxrvPFPlWX,"['mandopop', 'taiwan singer-songwriter']",337420,48
space x,5MfPm7ai5Y5vRePZ4MC9XL,['chinese viral pop'],26821,46
Anson Seabra,2jHp7gQArCQrlMvdrIVFCg,"['alt z', 'gen z singer-songwriter']",1027563,62
PA PUN BAND,0jz8mea3EKbqvOxZY6skBz,"['taiwan indie', 'taiwan punk']",86401,44
Nicky Lee,6DuHQk8gJbyVlhajer8IuF,['mandopop'],131207,56
HVME,2o08sCWF5yyo2G4DCiT7T9,['slap house'],70095,61
88rising,1AhjOkOLkbHUfcHDSErXQs,['asian american hip hop'],986076,66
DJ Mitsu The Beats,4F8O7axjzw3z0xVPRG8JFS,"['ambeat', 'japanese jazztronica']",36468,40
Djo,5p9HO3XC5P3BLxJs5Mtrhm,"['pov: indie', 'psychedelic pop']",1484194,76
Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,['alt z'],1510110,68
Fridayy,7sP4SQ0WY6jfps1I19Ot7i,[],216479,67
Internet Money,6MPCFvOQv5cIGfw3jODMF0,"['pop rap', 'trap']",847561,68
Gordon,23rleGXVOVVgTk3xgtmfE4,"['canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",910722,60
FUMON,3zGGhKGLorCRgcXc22gYDX,"['chinese metalcore', 'taiwan rock']",15551,38
落日飛車 Sunset Rollercoaster,7BqRcZsHYYQeqMAOp7e532,['taiwan indie'],462807,57
Sophie Chen,2DIegoHjgAlIc6HYGGbu4h,"['mandopop', 'taiwan singer-songwriter']",30332,45
Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,['pop'],5457514,70
Central Cee,5H4yInM5zmHqpKIoMNAx4r,"['melodic drill', 'r&drill']",6274263,83
盛宇D-SHINE,5f3dConSTcYVeKZ44LryGh,['chinese melodic rap'],7401,37
Valen Hsu,0iW8EYj3iP2gpO5eU2Pvta,"['classic mandopop', 'mandopop']",161470,43
Cyndi Wang,3AroL2oDPiAnMpTmIQv3KP,['mandopop'],485465,57
YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,"['j-pop', 'japanese teen pop']",8163846,75
黄霄云,4vcc1VAbvzJjbMTsPYL6OU,[],32408,45
玖壹壹,3w8fdvgPp2aKgy125EBgVg,"['mandopop', 'taiwan hip hop']",281374,53
Putri Ariani,5ZLrUYtJDZYWQXicVVO8On,"['indonesian pop', 'yogyakarta indie']",336474,54
The Ronettes,7CyeXFnOrfC1N6z4naIpgo,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']",315256,63
Eminem,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",88761512,93
KEY.L刘聪,4vvCGXDAaBukbf2dI2slRT,['chinese melodic rap'],29018,42
KIRE,2KZp9cq9DQ9unz17ohWTlL,['chinese r&b'],25271,43
Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,"['anime', 'classic j-pop', 'j-pop', 'japanese singer-songwriter']",3541617,69
Vaundy,2IUl3m1H1EQ7QfNbNWvgru,"['j-pop', 'japanese soul']",2609728,73
j-hope,0b1sIQumIAsNbqAoIClSpy,"['k-pop', 'k-rap']",17978945,72
Rufus Wainwright,2PfBzriIMRsCXPDtSy9vg8,"['canadian pop', 'chamber pop', 'melancholia', 'piano rock', 'singer-songwriter']",336249,54
Au/Ra,1WgXqy2Dd70QQOU7Ay074N,"['art pop', 'norwegian pop']",3759136,74
6LACK,4IVAbR2w4JJNJDDRFP3E83,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",4734193,72
YOON MIRAE,1Do4bSzfUl0KWL9r1fITu0,"['k-pop', 'korean ost', 'korean pop', 'korean r&b']",290789,64
John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'singer-songwriter']",6018686,77
Fast & Furious: The Fast Saga,56Qz2XwGj7FxnNKrfkWjnb,['pop dance'],40272,69
Russ,1z7b1Pr1rSlvWRzsW3HOrS,"['hawaiian hip hop', 'pop rap']",5189507,75
HAOR,1vhgWOwfVcKVTGTsfHmoBx,['taiwan pop'],4707,20
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,"['piano rock', 'viral pop']",606338,69
Halsey,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']",21673076,81
赵乃吉,3f4WIRKQFOQoKisLVwepp0,['chinese viral pop'],28528,46
Coi Leray,6AMd49uBDJfhf30Ak2QR5s,"['new jersey underground rap', 'trap queen']",829528,73
Blxst,4qXC0i02bSFstECuXP2ZpL,"['pop rap', 'westcoast flow']",511079,69
Jess Lee,02Cz717BTulFiQXUuIXH6n,"['malaysian mandopop', 'mandopop']",154067,44
苏星婕,19nBOLVLKxrijWEvjpXFI8,['chinese viral pop'],22554,51
