Artist_name,Artist_id,Artist_genres,Artist_followers,Artist_popularity
831,3TtgOeQcNkf9WVDA4xPBJM,"['mandopop', 'taiwan idol pop']",321324,50
ロクデナシ,4kpQdAU7yPjqtiJsFcBTBb,['japanese viral pop'],274934,61
YG,0A0FS04o6zMoto8OKPsDwY,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3326984,73
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']",9732919,80
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,"['k-pop', 'k-pop girl group']",7338719,60
Mufasa & Hypeman,4L2dV3zY7RmkeiNO035Fi0,['pop dance'],17541,61
asiatic.wav,3tGCfr3ALXtQrYHPOm9OTx,[],2209,40
KnowKnow,5RDc1XN9Dj5KcNGPMEhtzN,"['chinese hip hop', 'sichuanese hip hop']",55151,44
Mayday,3WfJ1OtrWI7RViX9DMyEGy,"['neon pop punk', 'pop punk']",1358580,59
呂允,0IOTVYHqENzrhSgJQmIkE9,[],8874,39
ASMRZ,660U1sbp7uNWcb2BYcQHAK,[],8993,42
大泫,3mpbX209GwoScDJLVLRHk9,['chinese viral pop'],4885,44
木曜4超玩,4HnZGrkfPjxJPqA4403a2i,[],2206,11
Tones And I,2NjfBq1NflQcKSeiDooVjY,['australian pop'],2946036,70
joysaaaa,57BQpa68l2PMgP30MTulze,['chinese viral pop'],19119,45
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['permanent wave', 'pop']",52479985,90
Della,63qOOnxbI8rVgpakjpnFBp,[],21399,32
BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,"['k-pop', 'k-pop boy group']",4902007,65
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2527466,63
賤葆,31KPxfm4JE098pu7SBzmEz,[],189,26
James Arthur,4IWBUUAFIplrNtaOHcJPRM,"['pop', 'talent show', 'uk pop']",18037700,81
ERIKA,3cuZA22vz0nToT0LAcecup,['taiwan pop'],6058,24
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,['k-pop girl group'],9518983,75
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,"['k-pop', 'k-pop boy group']",10380822,78
milet,45ft4DyTCEJfQwTBHXpdhM,['j-pop'],829871,64
Say Yes!,7sPKpBhx7fwPp9wMGYvQJI,['k-pop boy group'],5681,34
The Fontane Sisters,1Ml4OuStDoympbREURAM15,"['deep adult standards', 'vocal harmony group']",14634,37
阿克江Akin,1t741fUiSCGyoWPoknIi4U,['chinese electropop'],7061,21
220 KID,4Euia7UzdRshy1DJOSMTcs,['uk dance'],25682,56
Mokita,3sKeaby6GMSJWgYueZaSjE,"['chill pop', 'singer-songwriter pop']",207734,57
HUSH,1AEMtlWO4qP2j3SndDRvMB,['indonesian shoegaze'],437,5
Yappy,28G5rtbvCmWsjyp5G6LwMe,['taiwan hip hop'],7031,32
陈壹千,21pP8kvWpNCDhy2fMOTOAf,['chinese viral pop'],5514,40
Tizzy T,1ShC8iSQrfdxlSbtIXfCaa,['chinese hip hop'],51834,45
Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",10266249,83
郁心,6oSrOOypJcKXWe5OnGO2yw,['japanese r&b'],20173,42
Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",12336997,82
Normani,2cWZOOzeOm4WmBJRnD5R7I,"['pop', 'r&b']",2751088,69
RIIZE,2jOm3cYujQx6o1dxuiuqaX,['5th gen k-pop'],870808,69
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']",30970792,86
ヴィヴィ(Vo.八木海莉),0yJlj2EYshHk9BWkEAR15k,['anime'],17551,35
John Lennon,4x1nvY2FN8jxqAFA0DA02H,"['classic rock', 'rock']",6115513,69
MC HotDog,4maR8o69pil8CrclOiFVVW,"['mandopop', 'taiwan hip hop']",135143,47
LINION,26OkmynS2y6LiuUWz3yeqT,"['chinese r&b', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",32095,35
Janice Yan,3r5bFY2H54Y0YGIDzAo1xp,['mandopop'],75322,40
Jennifer Hudson,35GL8Cu2GKTcHzKGi75xl5,"['dance pop', 'r&b', 'urban contemporary']",1993309,55
Steve Chou,1Qneon4tYZ7srVOU91bTsO,"['classic mandopop', 'mandopop']",150694,47
邹沛沛,4ST2uUeBAbGgmskBWYRB8S,[],10443,46
Bella Poarch,26cMerAxjx9GedFt0lMDjm,['modern alternative pop'],1316126,61
潘麗麗,2hJxcuFTgP89GdmCVXfXyi,"['mandopop', 'singaporean mandopop']",18120,29
沙宝亮,4ef3Gqwh0lqBGVWcmNIThQ,[],2011,24
Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,"['mandopop', 'taiwan pop']",850407,56
LaLa Hsu,3dI4Io8XE33J2o04ZwjR0Y,"['mandopop', 'taiwan singer-songwriter']",562266,54
Rain,4hz8tIajF2INpgM0qzPJz2,['pov: indie'],1168692,70
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2,['indie poptimism'],947575,66
Layton Wu,02ZtVIjKL1PYLlMmP1sz0h,['pop r&b'],537780,54
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,"['contemporary country', 'country']",1187788,70
James Bay,4EzkuveR9pLvDVFNx6foYD,"['neo mellow', 'pop', 'uk pop']",4019945,70
24kGoldn,6fWVd57NKTalqvmjRd2t8Z,"['cali rap', 'pop rap']",2237078,70
Ozone,5M5PjPSiKeXynM6Ohu350r,"['eurodance', 'europop', 'moldovan pop']",132912,57
Jolin Tsai,1r9DuPTHiQ7hnRRZ99B8nL,['mandopop'],1025427,59
9m88,4PjY2961rc0MHE9zHYWEnH,"['chinese r&b', 'mandopop', 'taiwan pop']",135504,46
Ryuichi Sakamoto,1tcgfoMTT1szjUeaikxRjA,"['compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']",976526,62
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",6577719,73
LEO37,1K4p8nRSSUoO6e3Npn77U6,['taiwan hip hop'],1966,17
Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,['viral pop'],872396,65
KAROL G,790FomKkXshlbRYZFtlgla,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",49334976,91
NIKI,2kxP07DLgs4xlWz8YHlvfh,['indonesian r&b'],4390162,77
希有樂團 SHI's Band,0kL1KcSDxMjRrZ3fbi9ukA,[],115,20
Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,['alt z'],2213215,83
tuki.,1Y5vJqABeI6QI6R95EDV6o,[],219781,65
ROSÉ,3eVa5w3URK5duf6eyVDbu9,['k-pop'],6840986,64
怕胖團 閃亮,0kh5zrvVQJ1xnvemx66K0g,[],51,4
Teddy Swims,33qOK5uJ8AR2xuQQAhHump,[],2713220,83
ycccc,7cgkVoa2x2YllMh2D3xGCV,['chinese viral pop'],5975,39
Amanda Reifer,1PpDfXOUG7gxUjR1quWnwp,['barbadian pop'],14017,58
DJ小鱼儿,79YheaUhswPVZjntvKn0aG,[],5772,36
尋人啟事The Wanted,7FNSvrE4X5hb2C6pYN0skP,[],6358,15
LBI利比,1xMn0bhYRWHDV01mU8gP1J,['chinese viral pop'],42371,53
Sandeul,2QeJBmgBdpH4i3uJns5Rdx,['korean pop'],90001,41
Joe Won Sun,2rbcCyEKbnxdEukZHHGnby,['k-rock'],2539,40
竇智孔,0ovewqNmkiEZaXqDawcZPM,[],969,26
Everton Nelson,3uirG8XMhBhvbdb9adqYMf,[],520,43
Band Aid,35S20clEkkSNUo23ViaslZ,['musical advocacy'],31952,36
李大奔,5sF2WUeEL2qiV03Vym3727,['chinese hip hop'],11305,36
Jason Wang,51ebLrYm2zzhVTz56XR57C,['hokkien pop'],11800,29
琳誼 Ring,4piQadI6uXO5CUcQ3FJuDt,['taiwan pop'],11762,32
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']",2944176,67
Mallrat,4OSArit7O2Jaj4mgf3YN7A,"['aussietronica', 'australian indie', 'brisbane indie']",219735,51
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,['k-pop boy group'],7807843,73
Nan Quan Mama,48Smhc0ISwYYRSad1uXSns,['mandopop'],36543,43
RADWIMPS,1EowJ1WwkMzkCkRomFhui7,"['j-pop', 'j-rock', 'visual kei']",4082527,72
TWICE,7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group', 'pop']",20597275,79
Leo王,2qk9voo8llSGYcZ6xrBzKx,"['modern rock', 'rock']",5424684,77
Joker Xue,1cg0bYpP5e2DNG0RgK2CMN,['mandopop'],995456,59
Sammy Chang,1hXjTjJzZTXDZ75AclOo6N,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",963870,52
BOYS PLANET,49pGKUCSjzaCfv8gdTWG98,"['5th gen k-pop', 'k-pop boy group']",171585,44
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,"['alt z', 'electropop', 'pop']",2268146,68
HYEIN,01BBFQPvi8ywBqHPzWzoyU,[],15084,39
The Crane,5U6leWxYKsuTkd4kXcF1a6,"['grand rapids indie', 'michigan indie', 'pov: indie']",269646,61
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,['k-pop'],355174,52
Carla Bruni,1HVwzNriKEjaeE06okqSpx,['chanson'],540567,60
Hiroyuki Sawano,0Riv2KnFcLZA3JSVryRg4y,"['anime score', 'japanese soundtrack']",582073,64
GOT7,6nfDaffa50mKtEOwR8g4df,"['k-pop', 'k-pop boy group']",6557603,58
TAEMIN,13rF01aOogvnkuQXOlgTW8,['k-pop'],3011168,63
DeVita,5PS3ZZE5bBiZ3Ct9HiRG2B,['korean r&b'],126598,52
FIFA Sound,5C01hDqpEmrmDfUhX9YWsH,['football'],183283,58
Lee Mujin,4Xj0peBt3EZHbdF20JmdWC,[],191885,53
大橋三重唱,5BANJdBRihIaUpzjqAec7E,['j-acoustic'],165995,43
Showmaîn,3Z0hrO5NvALfcVK5hk79CJ,[],15642,40
小蓝背心,7BigRJ5hTHHqFW6TbsR8xl,['chinese viral pop'],28244,41
ISÁK,5sXaGoRLSpd7VeyZrLkKwt,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",933509,69
Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],32808215,84
Pei-Yu Hung,0rARfHZ4ZteUlzbAuxUwAs,"['mainland chinese pop', 'mandopop', 'taiwan pop']",32202,46
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,['pop'],11240399,90
Pets Tseng,1he19XnDUahODrmRwKlC8w,['mandopop'],61842,45
Matzka,2UqJqFqLbXtMZKN5QAfing,"['chinese reggae', 'mandopop', 'taiwan pop', 'taiwanese indigenous music']",38665,37
TAEYEON,3qNVuliS40BLgXGxhdBdqu,['k-pop'],2896847,65
Bii,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'pop']",97961320,95
Hebe Tien,14bJhryXGk6H6qlGzwj3W5,['mandopop'],943470,54
Hoshimachi Suisei,726WiFmWkohzodUxK3XjHX,['japanese vtuber'],383163,63
WINTER,15S89CUJtshT2P7WIa2M5l,['irish indie'],58330,52
Vera Chai,5kVplRVD7ap9f1dpWln6Mf,[],505,14
老王樂隊,4MRQK5pLyNbcOW493n55iT,"['mandopop', 'taiwan indie', 'taiwan pop']",169377,41
郑润泽,6KKqrrPtPB4eR1T5DT6dJ4,['chinese viral pop'],50098,51
Jessie Reyez,3KedxarmBCyFBevnqQHy3P,"['canadian contemporary r&b', 'canadian pop']",1416626,66
Candy Lo,51ZbCFgOspWvhBjd1DUYEV,['cantopop'],97511,46
KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,['k-pop'],865179,47
KVNLOVERBOY,0Vvb3Qf1HoNB6k17tjzF1q,[],170,18
MINNIE,2i1IdHG5w0wiSmJGoqAGlj,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",409505,52
KAI,6iVo62B0bdTknRcrktCmak,['k-pop'],1514122,59
Winona Oak,3XC57xz74X3xUi1hv4mge1,['swedish pop'],126850,51
Hosea,0wol98NPVvY4Q4wT6yZWGY,['chinese melodic rap'],2621,38
JC 陳詠桐,757epCpvbpqyBoMMzbIC3g,"['cantopop', 'mandopop']",50770,45
iann dior,6ASri4ePR7RlsvIQgWPJpS,['melodic rap'],1859385,71
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",7338153,76
劉學甫,4fQhjXVVGKPG7K1SYFWjpH,['chinese r&b'],895,17
K-391,6pWcSL9wSJZQ9ne0TnhdWr,"['gaming edm', 'nordic house']",384141,64
程响,0EZ1dmFa27KXSwDwcZKT1O,['chinese viral pop'],48669,50
Aaron Yan,3rRfC7TqmIAjmSxLcadqe1,"['mandopop', 'taiwan idol pop']",47094,29
Kang Seung Yoon,2Ip3x4XtEEhlGg8qI146jL,['korean pop'],146115,34
UPSAHL,1294QqYm1VuxxjRiL9M0h9,"['alt z', 'modern indie pop']",379852,58
Jony J,2ISiyx4DLCMAMBCvPesCoq,"['russian dance', 'russian pop']",1709679,62
Ray 黃霆睿,2qRV9YtZuf2FuKWj23cPL4,[],3132,24
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'hip hop', 'rap']",14426165,79
沈以誠,1WrIe6XUiiU9KovVimwqpE,['chinese singer-songwriter'],26120,43
Gen Hoshino,1S2S00lgLYLGHWA44qGEUs,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']",1967213,61
NMIXX,28ot3wh4oNmoFOdVajibBl,"['k-pop', 'k-pop girl group']",2989662,68
KIDDO,5pXe6yFchq1oyYK3rq2A8i,['scandipop'],27620,60
Abin Fang,3sHU5vwszRfnJNhvcYNZdS,"['malaysian mandopop', 'mandopop']",22227,47
Dizparity,0DYcDpgiVTcXJszxcswVce,"['chinese electropop', 'taiwan electronic']",2351,16
阿部瑪利亞,30lJaCS03ds40lQ2W9OKmv,[],1862,9
Soushi Sakiyama,1IEretLePzJKj8R6KCEaBA,['japanese alternative pop'],105359,50
薛黛霏,0fLivg5vGTdOb0tymkmjUY,[],469,35
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,"['alt z', 'pop', 'pov: indie']",5182703,74
ILLIT,36cgvBn0aadzOijnjjwqMN,['5th gen k-pop'],1332818,73
Penny Tai,0qmPs7q4bykvrS8NMZk7ud,"['malaysian mandopop', 'mandopop', 'taiwan singer-songwriter']",292897,48
